timestamp_utc,latitude,longitude,ghi_wm2,dni_wm2,dif_wm2
2024-06-16 19:00:00+00:00,43.68,-79.63,833.22,883.45,106.15
2024-06-16 20:00:00+00:00,43.68,-79.63,676.08,764.57,147.04
2024-06-16 21:00:00+00:00,43.68,-79.63,517.78,622.83,163.59
2024-06-16 22:00:00+00:00,43.68,-79.63,330.45,514.41,130.81
2024-06-16 23:00:00+00:00,43.68,-79.63,160.18,370.58,88.92
2024-06-17 00:00:00+00:00,43.68,-79.63,30.55,69.26,27.31
2024-06-17 01:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-17 02:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-17 03:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-17 04:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-17 05:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-17 06:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-17 07:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-17 08:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-17 09:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-17 10:00:00+00:00,43.68,-79.63,62.53,61.53,53.26
2024-06-17 11:00:00+00:00,43.68,-79.63,186.57,179.52,135.16
2024-06-17 12:00:00+00:00,43.68,-79.63,344.25,309.87,202.99
2024-06-17 13:00:00+00:00,43.68,-79.63,499.7,458.62,212.57
2024-06-17 14:00:00+00:00,43.68,-79.63,594.75,506.48,220.06
2024-06-17 15:00:00+00:00,43.68,-79.63,648.95,401.69,303.63
2024-06-17 16:00:00+00:00,43.68,-79.63,743.92,575.66,247.56
2024-06-17 17:00:00+00:00,43.68,-79.63,686.25,464.35,253.48
2024-06-17 18:00:00+00:00,43.68,-79.63,528.65,313.92,230.37
2024-06-17 19:00:00+00:00,43.68,-79.63,561.15,433.54,198.85
2024-06-17 20:00:00+00:00,43.68,-79.63,565.72,549.47,175.11
2024-06-17 21:00:00+00:00,43.68,-79.63,457.6,505.76,155.35
2024-06-17 22:00:00+00:00,43.68,-79.63,285.0,342.28,139.66
2024-06-17 23:00:00+00:00,43.68,-79.63,129.77,145.37,95.11
2024-06-18 00:00:00+00:00,43.68,-79.63,24.6,16.13,26.0
2024-06-18 01:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-18 02:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-18 03:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-18 04:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-18 05:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-18 06:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-18 07:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-18 08:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-18 09:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-18 10:00:00+00:00,43.68,-79.63,51.3,33.73,46.9
2024-06-18 11:00:00+00:00,43.68,-79.63,161.73,136.05,121.69
2024-06-18 12:00:00+00:00,43.68,-79.63,281.75,229.9,166.51
2024-06-18 13:00:00+00:00,43.68,-79.63,384.5,361.69,148.58
2024-06-18 14:00:00+00:00,43.68,-79.63,640.67,484.59,245.37
2024-06-18 15:00:00+00:00,43.68,-79.63,765.35,583.99,242.35
2024-06-18 16:00:00+00:00,43.68,-79.63,809.7,527.4,286.98
2024-06-18 17:00:00+00:00,43.68,-79.63,804.97,482.54,309.85
2024-06-18 18:00:00+00:00,43.68,-79.63,796.6,515.75,312.03
2024-06-18 19:00:00+00:00,43.68,-79.63,678.25,363.82,345.58
2024-06-18 20:00:00+00:00,43.68,-79.63,512.58,275.46,277.58
2024-06-18 21:00:00+00:00,43.68,-79.63,241.95,8.53,208.53
2024-06-18 22:00:00+00:00,43.68,-79.63,174.23,22.66,144.87
2024-06-18 23:00:00+00:00,43.68,-79.63,92.82,18.26,78.37
2024-06-19 00:00:00+00:00,43.68,-79.63,20.95,5.24,21.71
2024-06-19 01:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-19 02:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-19 03:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-19 04:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-19 05:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-19 06:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-19 07:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-19 08:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-19 09:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-19 10:00:00+00:00,43.68,-79.63,22.95,0.0,20.05
2024-06-19 11:00:00+00:00,43.68,-79.63,96.25,0.0,83.5
2024-06-19 12:00:00+00:00,43.68,-79.63,144.65,0.26,122.39
2024-06-19 13:00:00+00:00,43.68,-79.63,251.2,0.15,212.12
2024-06-19 14:00:00+00:00,43.68,-79.63,375.1,37.65,275.6
2024-06-19 15:00:00+00:00,43.68,-79.63,552.62,110.41,376.58
2024-06-19 16:00:00+00:00,43.68,-79.63,604.47,92.83,404.71
2024-06-19 17:00:00+00:00,43.68,-79.63,814.3,458.13,342.61
2024-06-19 18:00:00+00:00,43.68,-79.63,750.5,439.96,314.7
2024-06-19 19:00:00+00:00,43.68,-79.63,735.28,547.72,265.42
2024-06-19 20:00:00+00:00,43.68,-79.63,582.6,452.64,241.66
2024-06-19 21:00:00+00:00,43.68,-79.63,423.3,411.51,177.37
2024-06-19 22:00:00+00:00,43.68,-79.63,270.6,251.58,165.89
2024-06-19 23:00:00+00:00,43.68,-79.63,127.0,126.07,102.54
2024-06-20 00:00:00+00:00,43.68,-79.63,22.48,12.5,23.0
2024-06-20 01:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-20 02:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-20 03:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-20 04:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-20 05:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-20 06:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-20 07:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-20 08:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-20 09:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-20 10:00:00+00:00,43.68,-79.63,47.78,18.64,40.34
2024-06-20 11:00:00+00:00,43.68,-79.63,156.52,111.65,119.96
2024-06-20 12:00:00+00:00,43.68,-79.63,312.75,246.63,190.83
2024-06-20 13:00:00+00:00,43.68,-79.63,500.58,420.12,218.79
2024-06-20 14:00:00+00:00,43.68,-79.63,671.22,560.1,211.92
2024-06-20 15:00:00+00:00,43.68,-79.63,771.22,562.74,257.14
2024-06-20 16:00:00+00:00,43.68,-79.63,734.58,444.03,299.21
2024-06-20 17:00:00+00:00,43.68,-79.63,730.17,411.93,321.39
2024-06-20 18:00:00+00:00,43.68,-79.63,753.2,445.85,295.72
2024-06-20 19:00:00+00:00,43.68,-79.63,648.9,446.96,263.0
2024-06-20 20:00:00+00:00,43.68,-79.63,569.58,503.35,206.03
2024-06-20 21:00:00+00:00,43.68,-79.63,310.3,213.08,183.58
2024-06-20 22:00:00+00:00,43.68,-79.63,200.57,113.4,145.61
2024-06-20 23:00:00+00:00,43.68,-79.63,103.35,47.42,83.64
2024-06-21 00:00:00+00:00,43.68,-79.63,19.6,9.06,19.93
2024-06-21 01:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-21 02:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-21 03:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-21 04:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-21 05:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-21 06:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-21 07:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-21 08:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-21 09:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-21 10:00:00+00:00,43.68,-79.63,44.75,74.03,32.98
2024-06-21 11:00:00+00:00,43.68,-79.63,131.1,215.12,76.49
2024-06-21 12:00:00+00:00,43.68,-79.63,235.25,283.69,107.57
2024-06-21 13:00:00+00:00,43.68,-79.63,340.58,291.97,172.54
2024-06-21 14:00:00+00:00,43.68,-79.63,406.4,282.4,192.59
2024-06-21 15:00:00+00:00,43.68,-79.63,570.72,318.66,282.92
2024-06-21 16:00:00+00:00,43.68,-79.63,727.67,411.43,322.29
2024-06-21 17:00:00+00:00,43.68,-79.63,760.58,533.99,284.87
2024-06-21 18:00:00+00:00,43.68,-79.63,551.7,355.79,240.94
2024-06-21 19:00:00+00:00,43.68,-79.63,428.05,162.88,259.36
2024-06-21 20:00:00+00:00,43.68,-79.63,361.1,219.57,190.59
2024-06-21 21:00:00+00:00,43.68,-79.63,330.6,213.36,190.73
2024-06-21 22:00:00+00:00,43.68,-79.63,197.73,121.61,139.82
2024-06-21 23:00:00+00:00,43.68,-79.63,84.85,42.55,72.51
2024-06-22 00:00:00+00:00,43.68,-79.63,16.48,4.18,17.62
2024-06-22 01:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-22 02:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-22 03:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-22 04:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-22 05:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-22 06:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-22 07:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-22 08:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-22 09:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-22 10:00:00+00:00,43.68,-79.63,53.1,52.93,43.82
2024-06-22 11:00:00+00:00,43.68,-79.63,164.45,193.59,108.5
2024-06-22 12:00:00+00:00,43.68,-79.63,303.05,315.35,153.57
2024-06-22 13:00:00+00:00,43.68,-79.63,466.15,381.53,214.24
2024-06-22 14:00:00+00:00,43.68,-79.63,550.7,340.26,276.65
2024-06-22 15:00:00+00:00,43.68,-79.63,629.47,236.85,358.49
2024-06-22 16:00:00+00:00,43.68,-79.63,645.47,205.42,384.98
2024-06-22 17:00:00+00:00,43.68,-79.63,524.4,102.57,349.96
2024-06-22 18:00:00+00:00,43.68,-79.63,510.85,213.69,274.21
2024-06-22 19:00:00+00:00,43.68,-79.63,477.0,209.75,261.46
2024-06-22 20:00:00+00:00,43.68,-79.63,351.05,63.61,254.29
2024-06-22 21:00:00+00:00,43.68,-79.63,123.75,0.0,107.57
2024-06-22 22:00:00+00:00,43.68,-79.63,113.57,0.0,98.0
2024-06-22 23:00:00+00:00,43.68,-79.63,63.5,0.0,55.6
2024-06-23 00:00:00+00:00,43.68,-79.63,12.5,0.0,12.4
2024-06-23 01:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-23 02:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-23 03:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-23 04:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-23 05:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-23 06:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-23 07:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-23 08:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-23 09:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-23 10:00:00+00:00,43.68,-79.63,24.23,0.0,21.17
2024-06-23 11:00:00+00:00,43.68,-79.63,71.47,0.0,62.01
2024-06-23 12:00:00+00:00,43.68,-79.63,116.78,0.0,98.84
2024-06-23 13:00:00+00:00,43.68,-79.63,164.48,0.0,141.4
2024-06-23 14:00:00+00:00,43.68,-79.63,357.6,61.18,257.5
2024-06-23 15:00:00+00:00,43.68,-79.63,469.05,291.78,224.23
2024-06-23 16:00:00+00:00,43.68,-79.63,423.9,201.98,218.2
2024-06-23 17:00:00+00:00,43.68,-79.63,488.9,164.0,304.37
2024-06-23 18:00:00+00:00,43.68,-79.63,678.38,293.35,354.57
2024-06-23 19:00:00+00:00,43.68,-79.63,639.55,503.52,214.49
2024-06-23 20:00:00+00:00,43.68,-79.63,560.42,560.1,156.75
2024-06-23 21:00:00+00:00,43.68,-79.63,416.9,426.71,167.47
2024-06-23 22:00:00+00:00,43.68,-79.63,274.98,357.65,129.84
2024-06-23 23:00:00+00:00,43.68,-79.63,135.98,280.86,75.59
2024-06-24 00:00:00+00:00,43.68,-79.63,28.2,75.73,24.28
2024-06-24 01:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-24 02:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-24 03:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-24 04:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-24 05:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-24 06:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-24 07:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-24 08:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-24 09:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-24 10:00:00+00:00,43.68,-79.63,67.6,123.88,51.06
2024-06-24 11:00:00+00:00,43.68,-79.63,210.2,323.08,111.24
2024-06-24 12:00:00+00:00,43.68,-79.63,384.25,479.79,159.8
2024-06-24 13:00:00+00:00,43.68,-79.63,577.42,666.34,153.27
2024-06-24 14:00:00+00:00,43.68,-79.63,738.53,780.44,136.28
2024-06-24 15:00:00+00:00,43.68,-79.63,856.55,817.74,149.42
2024-06-24 16:00:00+00:00,43.68,-79.63,921.05,800.92,168.3
2024-06-24 17:00:00+00:00,43.68,-79.63,927.58,790.08,189.92
2024-06-24 18:00:00+00:00,43.68,-79.63,846.75,780.38,155.15
2024-06-24 19:00:00+00:00,43.68,-79.63,807.7,786.36,152.96
2024-06-24 20:00:00+00:00,43.68,-79.63,695.3,788.06,129.67
2024-06-24 21:00:00+00:00,43.68,-79.63,538.1,735.19,113.51
2024-06-24 22:00:00+00:00,43.68,-79.63,352.95,662.67,83.34
2024-06-24 23:00:00+00:00,43.68,-79.63,179.5,509.45,57.25
2024-06-25 00:00:00+00:00,43.68,-79.63,37.35,165.1,23.47
2024-06-25 01:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-25 02:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-25 03:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-25 04:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-25 05:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-25 06:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-25 07:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-25 08:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-25 09:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-25 10:00:00+00:00,43.68,-79.63,54.35,82.9,42.55
2024-06-25 11:00:00+00:00,43.68,-79.63,131.23,110.42,96.29
2024-06-25 12:00:00+00:00,43.68,-79.63,210.52,75.59,159.19
2024-06-25 13:00:00+00:00,43.68,-79.63,289.27,11.4,246.9
2024-06-25 14:00:00+00:00,43.68,-79.63,281.85,16.17,229.06
2024-06-25 15:00:00+00:00,43.68,-79.63,366.23,0.99,297.23
2024-06-25 16:00:00+00:00,43.68,-79.63,297.3,0.0,242.69
2024-06-25 17:00:00+00:00,43.68,-79.63,332.05,0.0,266.97
2024-06-25 18:00:00+00:00,43.68,-79.63,363.85,17.58,289.55
2024-06-25 19:00:00+00:00,43.68,-79.63,296.02,3.82,241.69
2024-06-25 20:00:00+00:00,43.68,-79.63,324.1,131.43,202.45
2024-06-25 21:00:00+00:00,43.68,-79.63,270.0,133.06,206.1
2024-06-25 22:00:00+00:00,43.68,-79.63,179.02,87.66,134.71
2024-06-25 23:00:00+00:00,43.68,-79.63,90.12,88.1,72.09
2024-06-26 00:00:00+00:00,43.68,-79.63,21.8,21.7,21.52
2024-06-26 01:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-26 02:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-26 03:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-26 04:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-26 05:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-26 06:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-26 07:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-26 08:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-26 09:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-26 10:00:00+00:00,43.68,-79.63,64.55,96.9,49.55
2024-06-26 11:00:00+00:00,43.68,-79.63,186.35,139.29,143.36
2024-06-26 12:00:00+00:00,43.68,-79.63,335.75,195.47,251.97
2024-06-26 13:00:00+00:00,43.68,-79.63,486.83,414.68,353.7
2024-06-26 14:00:00+00:00,43.68,-79.63,573.28,346.92,328.03
2024-06-26 15:00:00+00:00,43.68,-79.63,598.88,150.17,458.56
2024-06-26 16:00:00+00:00,43.68,-79.63,411.33,28.85,303.41
2024-06-26 17:00:00+00:00,43.68,-79.63,340.6,19.39,270.39
2024-06-26 18:00:00+00:00,43.68,-79.63,203.35,0.0,163.74
2024-06-26 19:00:00+00:00,43.68,-79.63,61.62,9.55,48.72
2024-06-26 20:00:00+00:00,43.68,-79.63,36.15,26.03,24.13
2024-06-26 21:00:00+00:00,43.68,-79.63,45.25,13.34,37.36
2024-06-26 22:00:00+00:00,43.68,-79.63,146.25,26.01,121.17
2024-06-26 23:00:00+00:00,43.68,-79.63,83.6,25.62,73.49
2024-06-27 00:00:00+00:00,43.68,-79.63,20.85,16.48,21.36
2024-06-27 01:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-27 02:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-27 03:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-27 04:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-27 05:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-27 06:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-27 07:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-27 08:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-27 09:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-27 10:00:00+00:00,43.68,-79.63,68.97,161.66,43.29
2024-06-27 11:00:00+00:00,43.68,-79.63,207.95,366.24,98.73
2024-06-27 12:00:00+00:00,43.68,-79.63,367.35,463.13,150.24
2024-06-27 13:00:00+00:00,43.68,-79.63,529.9,489.38,209.3
2024-06-27 14:00:00+00:00,43.68,-79.63,647.72,567.11,222.09
2024-06-27 15:00:00+00:00,43.68,-79.63,732.35,446.82,327.26
2024-06-27 16:00:00+00:00,43.68,-79.63,770.22,407.14,365.63
2024-06-27 17:00:00+00:00,43.68,-79.63,801.4,394.07,388.0
2024-06-27 18:00:00+00:00,43.68,-79.63,685.35,673.57,139.71
2024-06-27 19:00:00+00:00,43.68,-79.63,719.72,496.48,296.54
2024-06-27 20:00:00+00:00,43.68,-79.63,626.03,588.85,205.24
2024-06-27 21:00:00+00:00,43.68,-79.63,497.25,556.27,177.49
2024-06-27 22:00:00+00:00,43.68,-79.63,310.75,540.26,92.01
2024-06-27 23:00:00+00:00,43.68,-79.63,155.85,420.69,64.0
2024-06-28 00:00:00+00:00,43.68,-79.63,33.1,125.06,24.75
2024-06-28 01:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-28 02:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-28 03:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-28 04:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-28 05:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-28 06:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-28 07:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-28 08:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-28 09:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-28 10:00:00+00:00,43.68,-79.63,66.45,190.61,41.79
2024-06-28 11:00:00+00:00,43.68,-79.63,211.95,460.99,86.98
2024-06-28 12:00:00+00:00,43.68,-79.63,392.75,656.89,102.16
2024-06-28 13:00:00+00:00,43.68,-79.63,585.85,725.64,129.55
2024-06-28 14:00:00+00:00,43.68,-79.63,622.88,571.27,225.8
2024-06-28 15:00:00+00:00,43.68,-79.63,528.55,466.15,266.17
2024-06-28 16:00:00+00:00,43.68,-79.63,554.78,405.02,293.78
2024-06-28 17:00:00+00:00,43.68,-79.63,513.9,407.56,266.65
2024-06-28 18:00:00+00:00,43.68,-79.63,585.17,5.17,470.17
2024-06-28 19:00:00+00:00,43.68,-79.63,359.98,27.47,275.38
2024-06-28 20:00:00+00:00,43.68,-79.63,199.38,28.46,156.04
2024-06-28 21:00:00+00:00,43.68,-79.63,170.9,0.0,148.56
2024-06-28 22:00:00+00:00,43.68,-79.63,114.55,0.0,98.85
2024-06-28 23:00:00+00:00,43.68,-79.63,62.9,0.0,55.07
2024-06-29 00:00:00+00:00,43.68,-79.63,12.88,0.0,12.77
2024-06-29 01:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-29 02:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-29 03:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-29 04:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-29 05:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-29 06:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-29 07:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-29 08:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-29 09:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-29 10:00:00+00:00,43.68,-79.63,29.4,0.82,26.51
2024-06-29 11:00:00+00:00,43.68,-79.63,93.8,7.94,82.04
2024-06-29 12:00:00+00:00,43.68,-79.63,172.4,7.56,144.94
2024-06-29 13:00:00+00:00,43.68,-79.63,58.3,10.08,48.57
2024-06-29 14:00:00+00:00,43.68,-79.63,75.45,12.16,57.69
2024-06-29 15:00:00+00:00,43.68,-79.63,278.0,0.0,224.51
2024-06-29 16:00:00+00:00,43.68,-79.63,394.85,103.64,248.25
2024-06-29 17:00:00+00:00,43.68,-79.63,365.08,36.83,262.92
2024-06-29 18:00:00+00:00,43.68,-79.63,307.8,6.41,246.59
2024-06-29 19:00:00+00:00,43.68,-79.63,334.52,21.84,256.76
2024-06-29 20:00:00+00:00,43.68,-79.63,260.7,34.03,196.72
2024-06-29 21:00:00+00:00,43.68,-79.63,288.83,52.31,225.39
2024-06-29 22:00:00+00:00,43.68,-79.63,178.93,28.03,149.2
2024-06-29 23:00:00+00:00,43.68,-79.63,83.2,16.96,71.84
2024-06-30 00:00:00+00:00,43.68,-79.63,16.23,6.15,16.56
2024-06-30 01:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-30 02:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-30 03:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-30 04:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-30 05:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-30 06:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-30 07:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-30 08:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-30 09:00:00+00:00,43.68,-79.63,0.0,0.0,0.0
2024-06-30 10:00:00+00:00,43.68,-79.63,52.47,98.44,40.57
2024-06-30 11:00:00+00:00,43.68,-79.63,155.43,269.69,81.01
2024-06-30 12:00:00+00:00,43.68,-79.63,267.77,385.25,110.8
2024-06-30 13:00:00+00:00,43.68,-79.63,382.35,309.24,190.89
2024-06-30 14:00:00+00:00,43.68,-79.63,546.88,327.53,287.07
2024-06-30 15:00:00+00:00,43.68,-79.63,641.65,375.07,304.14
2024-06-30 16:00:00+00:00,43.68,-79.63,712.88,400.59,327.78
2024-06-30 17:00:00+00:00,43.68,-79.63,571.75,571.83,188.92
2024-06-30 18:00:00+00:00,43.68,-79.63,541.78,199.46,315.05
2024-06-30 19:00:00+00:00,43.68,-79.63,451.02,173.09,283.82
2024-06-30 20:00:00+00:00,43.68,-79.63,303.85,88.5,216.47
2024-06-30 21:00:00+00:00,43.68,-79.63,196.77,39.34,152.82
2024-06-30 22:00:00+00:00,43.68,-79.63,121.8,32.22,99.56
2024-06-30 23:00:00+00:00,43.68,-79.63,59.78,24.5,49.84
