"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Flag","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-07 11:00","2024","06","07","11:00","","14.4","","13.7","","95","","","","26","","22","","9.7","","98.15","","","","","","Moderate Rain Showers"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-07 12:00","2024","06","07","12:00","","16.4","","14.3","","87","","","","25","","17","","24.1","","98.15","","","","","","Rain Showers"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-07 13:00","2024","06","07","13:00","","17.7","","15.1","","84","","","","27","","18","","24.1","","98.17","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-07 14:00","2024","06","07","14:00","","18.3","","14.0","","76","","","","31","","22","","24.1","","98.19","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-07 15:00","2024","06","07","15:00","","18.7","","11.2","","61","","","","28","","22","","24.1","","98.25","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-07 16:00","2024","06","07","16:00","","17.3","","12.1","","71","","","","26","","23","","24.1","","98.31","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-07 17:00","2024","06","07","17:00","","17.7","","10.5","","62","","","","29","","28","","24.1","","98.33","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-07 18:00","2024","06","07","18:00","","17.6","","10.6","","63","","","","28","","25","","24.1","","98.38","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-07 19:00","2024","06","07","19:00","","17.3","","10.4","","64","","","","28","","26","","24.1","","98.44","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-07 20:00","2024","06","07","20:00","","16.1","","11.4","","73","","","","30","","23","","24.1","","98.52","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-07 21:00","2024","06","07","21:00","","15.7","","11.2","","74","","","","30","","34","","24.1","","98.58","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-07 22:00","2024","06","07","22:00","","15.2","","10.9","","75","","","","30","","27","","24.1","","98.61","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-07 23:00","2024","06","07","23:00","","15.1","","10.6","","74","","","","30","","26","","24.1","","98.60","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-08 00:00","2024","06","08","00:00","","15.0","","10.7","","76","","","","29","","26","","24.1","","98.60","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-08 01:00","2024","06","08","01:00","","13.8","","10.4","","80","","","","28","","18","","24.1","","98.57","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-08 02:00","2024","06","08","02:00","","13.2","","10.2","","82","","","","27","","22","","24.1","","98.54","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-08 03:00","2024","06","08","03:00","","12.7","","10.5","","87","","","","27","","18","","24.1","","98.57","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-08 04:00","2024","06","08","04:00","","12.1","","10.1","","87","","","","28","","17","","24.1","","98.60","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-08 05:00","2024","06","08","05:00","","12.1","","9.8","","86","","","","27","","18","","24.1","","98.64","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-08 06:00","2024","06","08","06:00","","13.8","","10.4","","80","","","","26","","17","","24.1","","98.70","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-08 07:00","2024","06","08","07:00","","15.7","","10.3","","70","","","","28","","23","","24.1","","98.73","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-08 08:00","2024","06","08","08:00","","17.8","","10.4","","62","","","","28","","25","","24.1","","98.73","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-08 09:00","2024","06","08","09:00","","19.0","","10.0","","56","","","","29","","31","","24.1","","98.74","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-08 10:00","2024","06","08","10:00","","20.3","","10.4","","53","","","","26","","36","","24.1","","98.77","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-08 11:00","2024","06","08","11:00","","20.5","","9.8","","50","","","","26","","41","","24.1","","98.81","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-08 12:00","2024","06","08","12:00","","20.6","","9.5","","49","","","","29","","31","","24.1","","98.77","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-08 13:00","2024","06","08","13:00","","20.1","","8.9","","48","","","","28","","33","","24.1","","98.80","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-08 14:00","2024","06","08","14:00","","19.5","","8.0","","47","","","","28","","31","","24.1","","98.86","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-08 15:00","2024","06","08","15:00","","19.4","","8.4","","49","","","","29","","28","","24.1","","98.85","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-08 16:00","2024","06","08","16:00","","19.2","","9.9","","54","","","","27","","16","","24.1","","98.89","","","","","","Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-08 17:00","2024","06","08","17:00","","18.7","","9.2","","53","","","","28","","29","","24.1","","98.87","","","","","","Rain"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-08 18:00","2024","06","08","18:00","","15.8","","12.5","","80","","","","26","","21","","19.3","","98.87","","","","","","Rain"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-08 19:00","2024","06","08","19:00","","15.6","","13.2","","86","","","","32","","10","","19.3","","98.81","","","","","","Rain"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-08 20:00","2024","06","08","20:00","","14.8","","13.9","","94","","","","24","","8","","24.1","","98.81","","","","","","Rain"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-08 21:00","2024","06","08","21:00","","14.2","","13.2","","93","","","","21","","8","","24.1","","98.77","","","","","","Rain"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-08 22:00","2024","06","08","22:00","","13.6","","13.2","","97","","","","23","","8","","19.3","","98.73","","","","","","Rain"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-08 23:00","2024","06","08","23:00","","13.4","","13.4","","100","","","","19","","4","","19.3","","98.61","","","","","","Rain"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-09 00:00","2024","06","09","00:00","","13.0","","13.0","","100","","","","20","","8","","19.3","","98.57","","","","","","Rain"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-09 01:00","2024","06","09","01:00","","12.6","","12.6","","100","","","","24","","10","","24.1","","98.49","","","","","","Rain"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-09 02:00","2024","06","09","02:00","","12.5","","12.5","","100","","","","25","","10","","24.1","","98.43","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-09 03:00","2024","06","09","03:00","","11.7","","11.7","","100","","","","24","","7","","24.1","","98.41","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-09 04:00","2024","06","09","04:00","","11.2","","11.2","","100","","","","25","","11","","24.1","","98.40","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-09 05:00","2024","06","09","05:00","","11.1","","11.1","","100","","","","25","","9","","24.1","","98.39","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-09 06:00","2024","06","09","06:00","","13.5","","12.6","","94","","","","27","","10","","24.1","","98.37","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-09 07:00","2024","06","09","07:00","","15.2","","12.6","","84","","","","27","","16","","24.1","","98.40","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-09 08:00","2024","06","09","08:00","","16.5","","11.4","","72","","","","28","","25","","24.1","","98.43","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-09 09:00","2024","06","09","09:00","","17.9","","11.8","","68","","","","25","","21","","24.1","","98.41","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-09 10:00","2024","06","09","10:00","","16.7","","10.3","","65","","","","26","","27","","24.1","","98.41","","","","","","Rain Showers"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-09 11:00","2024","06","09","11:00","","18.2","","10.0","","58","","","","27","","28","","24.1","","98.37","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-09 12:00","2024","06","09","12:00","","17.4","","10.8","","65","","","","26","","25","","24.1","","98.34","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-09 13:00","2024","06","09","13:00","","16.5","","12.8","","78","","","","30","","21","","24.1","","98.30","","","","","","Rain Showers"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-09 14:00","2024","06","09","14:00","","15.1","","13.1","","88","","","","33","","19","","24.1","","98.31","","","","","","Rain Showers"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-09 15:00","2024","06","09","15:00","","15.8","","11.8","","76","","","","30","","24","","24.1","","98.29","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-09 16:00","2024","06","09","16:00","","17.3","","10.9","","66","","","","30","","35","","24.1","","98.25","","","","","","Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-09 17:00","2024","06","09","17:00","","17.6","","9.6","","59","","","","30","","39","","24.1","","98.22","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-09 18:00","2024","06","09","18:00","","16.6","","8.2","","57","","","","32","","36","","24.1","","98.29","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-09 19:00","2024","06","09","19:00","","16.3","","8.8","","61","","","","30","","31","","24.1","","98.35","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-09 20:00","2024","06","09","20:00","","14.6","","9.1","","69","","","","29","","23","","24.1","","98.40","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-09 21:00","2024","06","09","21:00","","13.3","","8.7","","73","","","","29","","26","","24.1","","98.48","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-09 22:00","2024","06","09","22:00","","12.2","","8.3","","77","","","","29","","18","","24.1","","98.48","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-09 23:00","2024","06","09","23:00","","11.7","","9.0","","84","","","","28","","17","","24.1","","98.46","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-10 00:00","2024","06","10","00:00","","11.9","","9.6","","85","","","","29","","19","","24.1","","98.42","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-10 01:00","2024","06","10","01:00","","12.1","","9.5","","84","","","","30","","26","","24.1","","98.38","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-10 02:00","2024","06","10","02:00","","11.8","","9.5","","86","","","","30","","29","","24.1","","98.38","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-10 03:00","2024","06","10","03:00","","11.3","","10.1","","92","","","","32","","19","","24.1","","98.41","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-10 04:00","2024","06","10","04:00","","11.6","","10.8","","95","","","","32","","24","","24.1","","98.40","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-10 05:00","2024","06","10","05:00","","12.1","","11.1","","93","","","","30","","22","","24.1","","98.44","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-10 06:00","2024","06","10","06:00","","11.9","","9.8","","87","","","","33","","21","","24.1","","98.51","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-10 07:00","2024","06","10","07:00","","12.4","","9.1","","80","","","","33","","17","","24.1","","98.56","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-10 08:00","2024","06","10","08:00","","12.1","","7.5","","73","","","","33","","21","","24.1","","98.63","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-10 09:00","2024","06","10","09:00","","12.1","","7.3","","72","","","","30","","21","","24.1","","98.65","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-10 10:00","2024","06","10","10:00","","11.9","","6.8","","70","","","","35","","22","","24.1","","98.70","","","","","","Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-10 11:00","2024","06","10","11:00","","12.0","","6.9","","71","","","","34","","21","","24.1","","98.74","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-10 12:00","2024","06","10","12:00","","13.6","","7.5","","66","","","","33","","17","","24.1","","98.74","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-10 13:00","2024","06","10","13:00","","14.1","","7.4","","64","","","","32","","16","","24.1","","98.77","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-10 14:00","2024","06","10","14:00","","15.2","","7.4","","59","","","","33","","16","","24.1","","98.79","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-10 15:00","2024","06","10","15:00","","16.1","","8.1","","59","","","","30","","21","","24.1","","98.80","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-10 16:00","2024","06","10","16:00","","15.6","","8.3","","61","","","","36","","19","","24.1","","98.85","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-10 17:00","2024","06","10","17:00","","14.7","","7.9","","63","","","","1","","26","","24.1","","98.90","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-10 18:00","2024","06","10","18:00","","13.7","","7.4","","66","","","","36","","24","","24.1","","98.97","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-10 19:00","2024","06","10","19:00","","12.9","","7.2","","68","","","","36","","22","","24.1","","99.01","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-10 20:00","2024","06","10","20:00","","12.7","","7.0","","68","","","","35","","19","","24.1","","99.04","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-10 21:00","2024","06","10","21:00","","12.6","","6.8","","68","","","","35","","16","","24.1","","99.12","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-10 22:00","2024","06","10","22:00","","12.6","","7.3","","70","","","","35","","16","","24.1","","99.17","","","","","","Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-10 23:00","2024","06","10","23:00","","12.4","","7.5","","72","","","","34","","20","","24.1","","99.21","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-11 00:00","2024","06","11","00:00","","12.1","","7.4","","73","","","","1","","16","","24.1","","99.21","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-11 01:00","2024","06","11","01:00","","12.0","","7.5","","74","","","","35","","10","","24.1","","99.23","","","","","","Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-11 02:00","2024","06","11","02:00","","11.7","","6.6","","71","","","","35","","17","","24.1","","99.25","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-11 03:00","2024","06","11","03:00","","11.1","","6.1","","71","","","","1","","12","","24.1","","99.31","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-11 04:00","2024","06","11","04:00","","10.8","","6.3","","74","","","","36","","10","","24.1","","99.33","","","","","","Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-11 05:00","2024","06","11","05:00","","11.1","","6.1","","71","","","","36","","15","","24.1","","99.38","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-11 06:00","2024","06","11","06:00","","11.3","","6.6","","73","","","","35","","15","","24.1","","99.43","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-11 07:00","2024","06","11","07:00","","11.8","","7.2","","73","","","","36","","16","","24.1","","99.47","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-11 08:00","2024","06","11","08:00","","12.0","","7.3","","73","","","","36","","16","","24.1","","99.51","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-11 09:00","2024","06","11","09:00","","12.9","","7.6","","70","","","","36","","11","","24.1","","99.53","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-11 10:00","2024","06","11","10:00","","13.4","","8.0","","69","","","","36","","9","","24.1","","99.57","","","","","","Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-11 11:00","2024","06","11","11:00","","14.6","","8.7","","68","","","","34","","8","","24.1","","99.57","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-11 12:00","2024","06","11","12:00","","15.6","","9.2","","65","","","","2","","9","","24.1","","99.55","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-11 13:00","2024","06","11","13:00","","16.6","","9.8","","64","","","","","","0","","24.1","","99.53","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-11 14:00","2024","06","11","14:00","","18.1","","9.8","","58","","","","14","","11","","24.1","","99.49","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-11 15:00","2024","06","11","15:00","","17.3","","10.1","","62","","","","14","","16","","24.1","","99.47","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-11 16:00","2024","06","11","16:00","","16.7","","10.2","","65","","","","15","","16","","24.1","","99.45","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-11 17:00","2024","06","11","17:00","","15.8","","9.5","","66","","","","13","","16","","24.1","","99.45","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-11 18:00","2024","06","11","18:00","","15.1","","9.4","","69","","","","15","","13","","24.1","","99.47","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-11 19:00","2024","06","11","19:00","","15.0","","9.1","","67","","","","14","","14","","24.1","","99.48","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-11 20:00","2024","06","11","20:00","","14.1","","8.8","","70","","","","14","","11","","24.1","","99.51","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-11 21:00","2024","06","11","21:00","","13.4","","9.0","","75","","","","14","","7","","24.1","","99.57","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-11 22:00","2024","06","11","22:00","","13.2","","9.7","","79","","","","15","","7","","24.1","","99.58","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-11 23:00","2024","06","11","23:00","","13.7","","11.1","","84","","","","14","","9","","24.1","","99.60","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-12 00:00","2024","06","12","00:00","","14.2","","10.7","","79","","","","22","","14","","24.1","","99.57","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-12 01:00","2024","06","12","01:00","","13.0","","10.2","","83","","","","21","","7","","24.1","","99.56","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-12 02:00","2024","06","12","02:00","","12.6","","10.1","","85","","","","23","","9","","24.1","","99.54","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-12 03:00","2024","06","12","03:00","","11.3","","10.1","","92","","","","24","","8","","24.1","","99.55","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-12 04:00","2024","06","12","04:00","","12.1","","10.3","","89","","","","19","","4","","24.1","","99.56","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-12 05:00","2024","06","12","05:00","","12.1","","10.4","","89","","","","24","","4","","24.1","","99.56","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-12 06:00","2024","06","12","06:00","","13.1","","10.9","","87","","","","23","","3","","24.1","","99.59","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-12 07:00","2024","06","12","07:00","","14.6","","10.7","","77","","","","22","","8","","24.1","","99.62","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-12 08:00","2024","06","12","08:00","","16.7","","10.5","","67","","","","17","","8","","24.1","","99.63","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-12 09:00","2024","06","12","09:00","","17.8","","11.6","","67","","","","14","","13","","24.1","","99.62","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-12 10:00","2024","06","12","10:00","","17.4","","11.2","","66","","","","15","","15","","24.1","","99.60","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-12 11:00","2024","06","12","11:00","","18.7","","12.1","","65","","","","14","","16","","24.1","","99.56","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-12 12:00","2024","06","12","12:00","","20.1","","12.7","","62","","","","15","","20","","24.1","","99.54","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-12 13:00","2024","06","12","13:00","","20.8","","11.3","","54","","","","18","","21","","24.1","","99.50","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-12 14:00","2024","06","12","14:00","","21.6","","11.5","","52","","","","15","","19","","24.1","","99.44","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-12 15:00","2024","06","12","15:00","","21.8","","11.5","","51","","","","14","","20","","24.1","","99.41","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-12 16:00","2024","06","12","16:00","","21.6","","11.7","","53","","","","15","","21","","24.1","","99.37","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-12 17:00","2024","06","12","17:00","","21.3","","12.1","","55","","","","14","","17","","24.1","","99.31","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-12 18:00","2024","06","12","18:00","","20.6","","12.3","","59","","","","14","","17","","24.1","","99.30","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-12 19:00","2024","06","12","19:00","","19.7","","12.1","","61","","","","15","","15","","24.1","","99.30","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-12 20:00","2024","06","12","20:00","","17.9","","12.5","","70","","","","15","","9","","24.1","","99.28","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-12 21:00","2024","06","12","21:00","","17.6","","12.2","","70","","","","15","","11","","24.1","","99.26","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-12 22:00","2024","06","12","22:00","","16.9","","11.9","","72","","","","14","","9","","24.1","","99.26","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-12 23:00","2024","06","12","23:00","","16.4","","11.7","","74","","","","14","","8","","24.1","","99.23","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-13 00:00","2024","06","13","00:00","","16.6","","12.0","","74","","","","14","","6","","24.1","","99.20","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-13 01:00","2024","06","13","01:00","","16.6","","11.8","","73","","","","14","","3","","24.1","","99.16","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-13 02:00","2024","06","13","02:00","","16.5","","11.6","","72","","","","","","0","","24.1","","99.12","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-13 03:00","2024","06","13","03:00","","16.6","","11.2","","70","","","","13","","8","","24.1","","99.06","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-13 04:00","2024","06","13","04:00","","16.6","","11.3","","70","","","","16","","9","","24.1","","99.02","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-13 05:00","2024","06","13","05:00","","18.4","","12.3","","67","","","","21","","8","","24.1","","99.02","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-13 06:00","2024","06","13","06:00","","19.7","","12.8","","64","","","","20","","7","","24.1","","99.06","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-13 07:00","2024","06","13","07:00","","20.7","","13.3","","62","","","","20","","9","","24.1","","99.03","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-13 08:00","2024","06","13","08:00","","23.4","","15.4","","60","","","","24","","17","","24.1","","99.04","","28","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-13 09:00","2024","06","13","09:00","","25.6","","16.2","","55","","","","24","","25","","24.1","","98.97","","30","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-13 10:00","2024","06","13","10:00","","26.9","","16.5","","52","","","","24","","26","","24.1","","98.93","","32","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-13 11:00","2024","06","13","11:00","","28.0","","16.9","","50","","","","22","","21","","24.1","","98.89","","33","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-13 12:00","2024","06","13","12:00","","28.3","","17.1","","50","","","","21","","21","","24.1","","98.85","","34","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-13 13:00","2024","06","13","13:00","","27.7","","16.8","","51","","","","22","","26","","24.1","","98.86","","33","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-13 14:00","2024","06","13","14:00","","30.1","","17.3","","45","","","","22","","28","","24.1","","98.81","","36","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-13 15:00","2024","06","13","15:00","","29.7","","17.1","","46","","","","21","","30","","24.1","","98.72","","35","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-13 16:00","2024","06","13","16:00","","29.6","","14.8","","40","","","","22","","32","","24.1","","98.72","","33","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-13 17:00","2024","06","13","17:00","","29.7","","16.2","","43","","","","22","","29","","24.1","","98.64","","34","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-13 18:00","2024","06","13","18:00","","29.1","","16.6","","46","","","","22","","30","","24.1","","98.65","","34","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-13 19:00","2024","06","13","19:00","","28.0","","16.5","","49","","","","21","","37","","24.1","","98.59","","33","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-13 20:00","2024","06","13","20:00","","27.3","","16.3","","50","","","","23","","28","","24.1","","98.61","","32","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-13 21:00","2024","06","13","21:00","","26.3","","16.2","","53","","","","23","","23","","24.1","","98.63","","31","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-13 22:00","2024","06","13","22:00","","25.2","","17.4","","61","","","","26","","14","","24.1","","98.67","","31","","","","Rain Showers"
