"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Flag","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-01 00:00","2024","06","01","00:00","","14.4","","7.2","","61","","","","22","","11","","24.1","","100.21","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-01 01:00","2024","06","01","01:00","","12.4","","6.3","","66","","","","24","","13","","24.1","","100.23","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-01 02:00","2024","06","01","02:00","","12.1","","5.4","","64","","","","26","","9","","24.1","","100.20","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-01 03:00","2024","06","01","03:00","","12.5","","6.0","","64","","","","25","","7","","24.1","","100.22","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-01 04:00","2024","06","01","04:00","","12.2","","6.0","","66","","","","28","","5","","24.1","","100.20","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-01 05:00","2024","06","01","05:00","","11.8","","6.4","","69","","","","27","","6","","24.1","","100.23","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-01 06:00","2024","06","01","06:00","","14.4","","7.2","","62","","","","21","","4","","24.1","","100.20","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-01 07:00","2024","06","01","07:00","","16.1","","7.8","","58","","","","","","0","","24.1","","100.21","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-01 08:00","2024","06","01","08:00","","18.3","","9.1","","55","","","","18","","5","","24.1","","100.22","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-01 09:00","2024","06","01","09:00","","20.8","","9.0","","46","","","","24","","8","","24.1","","100.19","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-01 10:00","2024","06","01","10:00","","21.6","","12.6","","56","","","","15","","10","","24.1","","100.15","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-01 11:00","2024","06","01","11:00","","21.3","","11.0","","51","","","","14","","12","","24.1","","100.13","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-01 12:00","2024","06","01","12:00","","22.4","","9.8","","44","","","","17","","16","","24.1","","100.09","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-01 13:00","2024","06","01","13:00","","22.2","","9.2","","43","","","","14","","17","","24.1","","100.05","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-01 14:00","2024","06","01","14:00","","23.3","","4.5","","29","","","","15","","18","","24.1","","99.95","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-01 15:00","2024","06","01","15:00","","22.8","","7.8","","38","","","","15","","18","","24.1","","99.89","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-01 16:00","2024","06","01","16:00","","22.7","","6.2","","34","","","","15","","17","","24.1","","99.83","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-01 17:00","2024","06","01","17:00","","22.0","","3.7","","30","","","","14","","15","","24.1","","99.78","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-01 18:00","2024","06","01","18:00","","21.2","","5.3","","35","","","","14","","11","","24.1","","99.76","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-01 19:00","2024","06","01","19:00","","19.9","","7.0","","43","","","","14","","11","","24.1","","99.74","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-01 20:00","2024","06","01","20:00","","18.1","","7.5","","50","","","","13","","8","","24.1","","99.71","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-01 21:00","2024","06","01","21:00","","17.7","","6.5","","47","","","","15","","10","","24.1","","99.72","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-01 22:00","2024","06","01","22:00","","17.4","","4.9","","43","","","","15","","9","","24.1","","99.72","","","","","","Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-01 23:00","2024","06","01","23:00","","17.3","","5.5","","45","","","","12","","5","","24.1","","99.67","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-02 00:00","2024","06","02","00:00","","17.1","","6.3","","49","","","","9","","6","","24.1","","99.58","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-02 01:00","2024","06","02","01:00","","16.9","","7.0","","52","","","","7","","6","","24.1","","99.53","","","","","","Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-02 02:00","2024","06","02","02:00","","17.1","","7.0","","51","","","","7","","5","","24.1","","99.47","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-02 03:00","2024","06","02","03:00","","17.1","","8.0","","55","","","","4","","6","","24.1","","99.44","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-02 04:00","2024","06","02","04:00","","16.6","","7.7","","55","","","","36","","3","","24.1","","99.42","","","","","","Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-02 05:00","2024","06","02","05:00","","16.0","","8.0","","59","","","","8","","8","","24.1","","99.45","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-02 06:00","2024","06","02","06:00","","16.1","","8.7","","61","","","","20","","4","","24.1","","99.52","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-02 07:00","2024","06","02","07:00","","14.8","","11.2","","79","","","","26","","8","","16.1","","99.54","","","","","","Rain"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-02 08:00","2024","06","02","08:00","","14.7","","12.7","","88","","","","31","","11","","19.3","","99.53","","","","","","Rain"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-02 09:00","2024","06","02","09:00","","15.0","","14.1","","94","","","","1","","12","","19.3","","99.49","","","","","","Rain"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-02 10:00","2024","06","02","10:00","","15.4","","15.4","","100","","","","33","","7","","4.8","","99.51","","","","","","Moderate Rain,Fog"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-02 11:00","2024","06","02","11:00","","17.1","","16.7","","98","","","","17","","4","","8.1","","99.47","","","","","","Rain,Fog"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-02 12:00","2024","06","02","12:00","","17.1","","17.0","","99","","","","18","","7","","8.1","","99.43","","","","","","Fog"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-02 13:00","2024","06","02","13:00","","15.4","","15.2","","99","","","","18","","11","","4.8","","99.44","","","","","","Fog"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-02 14:00","2024","06","02","14:00","","15.9","","15.1","","95","","","","14","","7","","9.7","","99.45","","","","","","Fog"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-02 15:00","2024","06","02","15:00","","17.2","","15.2","","88","","","","16","","6","","9.7","","99.40","","","","","","Fog"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-02 16:00","2024","06","02","16:00","","17.6","","15.2","","86","","","","16","","12","","9.7","","99.37","","","","","","Fog"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-02 17:00","2024","06","02","17:00","","17.1","","15.2","","89","","","","16","","8","","9.7","","99.35","","","","","","Fog"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-02 18:00","2024","06","02","18:00","","16.4","","15.0","","91","","","","13","","9","","9.7","","99.38","","","","","","Fog"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-02 19:00","2024","06","02","19:00","","15.6","","15.5","","100","","","","13","","5","","9.7","","99.40","","","","","","Fog"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-02 20:00","2024","06","02","20:00","","15.7","","15.7","","100","","","","14","","5","","2.4","","99.40","","","","","","Drizzle,Fog"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-02 21:00","2024","06","02","21:00","","15.7","","15.7","","100","","","","15","","7","","2.0","","99.42","","","","","","Fog"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-02 22:00","2024","06","02","22:00","","15.7","","15.7","","100","","","","8","","5","","0.8","","99.39","","","","","","Fog"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-02 23:00","2024","06","02","23:00","","15.7","","15.7","","100","","","","","","0","","0.4","","99.37","","","","","","Fog"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-03 00:00","2024","06","03","00:00","","15.8","","15.8","","100","","","","","","0","","0.6","","99.38","","","","","","Fog"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-03 01:00","2024","06","03","01:00","","15.8","","15.8","","100","","","","10","","7","","0.8","","99.34","","","","","","Fog"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-03 02:00","2024","06","03","02:00","","15.9","","15.9","","100","","","","16","","5","","0.6","","99.37","","","","","","Fog"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-03 03:00","2024","06","03","03:00","","15.8","","15.8","","100","","","","13","","3","","0.2","","99.39","","","","","","Fog"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-03 04:00","2024","06","03","04:00","","15.9","","15.9","","100","","","","10","","5","","0.6","","99.37","","","","","","Fog"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-03 05:00","2024","06","03","05:00","","15.9","","15.9","","100","","","","15","","5","","0.6","","99.40","","","","","","Fog"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-03 06:00","2024","06","03","06:00","","15.8","","15.8","","100","","","","16","","6","","0.6","","99.42","","","","","","Fog"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-03 07:00","2024","06","03","07:00","","16.0","","16.0","","100","","","","18","","4","","3.2","","99.45","","","","","","Fog"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-03 08:00","2024","06","03","08:00","","16.2","","16.2","","100","","","","16","","5","","4.8","","99.50","","","","","","Fog"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-03 09:00","2024","06","03","09:00","","17.0","","17.0","","100","","","","36","","3","","6.4","","99.53","","","","","","Fog"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-03 10:00","2024","06","03","10:00","","18.9","","18.4","","97","","","","12","","8","","8.1","","99.49","","","","","","Fog"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-03 11:00","2024","06","03","11:00","","20.2","","18.2","","88","","","","11","","5","","9.7","","99.48","","26","","","","Fog"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-03 12:00","2024","06","03","12:00","","21.4","","20.3","","93","","","","16","","11","","16.1","","99.44","","29","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-03 13:00","2024","06","03","13:00","","21.8","","19.2","","85","","","","15","","10","","16.1","","99.41","","29","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-03 14:00","2024","06","03","14:00","","23.2","","18.2","","73","","","","15","","13","","16.1","","99.35","","29","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-03 15:00","2024","06","03","15:00","","23.2","","17.8","","71","","","","15","","13","","24.1","","99.28","","29","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-03 16:00","2024","06","03","16:00","","21.5","","18.0","","80","","","","14","","14","","24.1","","99.28","","28","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-03 17:00","2024","06","03","17:00","","21.1","","17.0","","77","","","","16","","13","","24.1","","99.28","","26","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-03 18:00","2024","06","03","18:00","","20.7","","16.8","","78","","","","14","","13","","24.1","","99.27","","26","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-03 19:00","2024","06","03","19:00","","19.8","","16.2","","80","","","","14","","10","","24.1","","99.30","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-03 20:00","2024","06","03","20:00","","18.1","","16.0","","87","","","","17","","9","","24.1","","99.32","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-03 21:00","2024","06","03","21:00","","17.3","","15.9","","91","","","","16","","9","","24.1","","99.38","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-03 22:00","2024","06","03","22:00","","17.4","","15.9","","91","","","","13","","6","","24.1","","99.37","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-03 23:00","2024","06","03","23:00","","17.4","","15.5","","88","","","","11","","3","","24.1","","99.39","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-04 00:00","2024","06","04","00:00","","17.1","","15.9","","93","","","","4","","5","","24.1","","99.35","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-04 01:00","2024","06","04","01:00","","16.7","","15.6","","93","","","","7","","5","","24.1","","99.30","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-04 02:00","2024","06","04","02:00","","16.7","","15.4","","92","","","","3","","4","","24.1","","99.31","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-04 03:00","2024","06","04","03:00","","16.3","","15.3","","93","","","","2","","6","","24.1","","99.28","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-04 04:00","2024","06","04","04:00","","15.8","","15.5","","98","","","","35","","8","","24.1","","99.32","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-04 05:00","2024","06","04","05:00","","15.3","","15.2","","99","","","","2","","9","","24.1","","99.35","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-04 06:00","2024","06","04","06:00","","17.2","","15.8","","91","","","","3","","5","","16.1","","99.43","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-04 07:00","2024","06","04","07:00","","19.1","","17.2","","89","","","","9","","4","","16.1","","99.46","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-04 08:00","2024","06","04","08:00","","19.9","","17.5","","86","","","","14","","5","","19.3","","99.47","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-04 09:00","2024","06","04","09:00","","21.8","","17.3","","75","","","","15","","9","","24.1","","99.42","","27","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-04 10:00","2024","06","04","10:00","","22.9","","17.2","","70","","","","14","","9","","24.1","","99.39","","28","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-04 11:00","2024","06","04","11:00","","23.0","","17.8","","72","","","","16","","9","","24.1","","99.39","","29","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-04 12:00","2024","06","04","12:00","","23.1","","18.0","","73","","","","15","","10","","24.1","","99.38","","29","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-04 13:00","2024","06","04","13:00","","25.5","","18.7","","65","","","","17","","13","","24.1","","99.29","","32","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-04 14:00","2024","06","04","14:00","","26.6","","19.1","","63","","","","15","","13","","24.1","","99.26","","33","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-04 15:00","2024","06","04","15:00","","26.4","","18.4","","61","","","","16","","15","","24.1","","99.22","","33","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-04 16:00","2024","06","04","16:00","","25.8","","17.9","","61","","","","15","","15","","24.1","","99.18","","32","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-04 17:00","2024","06","04","17:00","","25.9","","17.7","","60","","","","16","","12","","24.1","","99.13","","32","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-04 18:00","2024","06","04","18:00","","24.4","","16.3","","60","","","","16","","12","","24.1","","99.12","","29","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-04 19:00","2024","06","04","19:00","","23.0","","15.7","","63","","","","14","","12","","24.1","","99.12","","27","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-04 20:00","2024","06","04","20:00","","21.9","","14.7","","63","","","","14","","10","","24.1","","99.10","","26","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-04 21:00","2024","06","04","21:00","","21.6","","14.5","","64","","","","13","","10","","24.1","","99.09","","25","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-04 22:00","2024","06","04","22:00","","21.2","","14.8","","66","","","","12","","7","","24.1","","99.08","","25","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-04 23:00","2024","06","04","23:00","","20.8","","14.8","","68","","","","11","","5","","24.1","","99.08","","25","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-05 00:00","2024","06","05","00:00","","20.2","","14.9","","71","","","","8","","6","","24.1","","99.03","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-05 01:00","2024","06","05","01:00","","19.5","","14.7","","74","","","","5","","5","","24.1","","99.00","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-05 02:00","2024","06","05","02:00","","18.5","","14.9","","79","","","","4","","10","","24.1","","98.93","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-05 03:00","2024","06","05","03:00","","18.2","","14.9","","81","","","","5","","8","","24.1","","98.88","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-05 04:00","2024","06","05","04:00","","19.0","","14.7","","76","","","","9","","7","","24.1","","98.85","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-05 05:00","2024","06","05","05:00","","18.9","","14.9","","77","","","","8","","7","","24.1","","98.84","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-05 06:00","2024","06","05","06:00","","19.4","","15.4","","77","","","","9","","7","","24.1","","98.83","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-05 07:00","2024","06","05","07:00","","21.6","","16.2","","71","","","","12","","6","","24.1","","98.81","","26","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-05 08:00","2024","06","05","08:00","","22.1","","16.4","","70","","","","14","","12","","24.1","","98.78","","27","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-05 09:00","2024","06","05","09:00","","22.6","","17.1","","70","","","","12","","9","","24.1","","98.76","","28","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-05 10:00","2024","06","05","10:00","","23.2","","17.1","","68","","","","15","","14","","24.1","","98.75","","29","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-05 11:00","2024","06","05","11:00","","23.9","","17.9","","68","","","","13","","13","","24.1","","98.71","","30","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-05 12:00","2024","06","05","12:00","","23.3","","18.2","","73","","","","14","","12","","24.1","","98.67","","29","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-05 13:00","2024","06","05","13:00","","22.8","","17.8","","73","","","","15","","17","","24.1","","98.62","","29","","","","Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-05 14:00","2024","06","05","14:00","","23.4","","18.8","","75","","","","15","","12","","24.1","","98.54","","30","","","","Rain"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-05 15:00","2024","06","05","15:00","","24.9","","19.6","","72","","","","16","","20","","24.1","","98.42","","32","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-05 16:00","2024","06","05","16:00","","25.3","","19.8","","71","","","","16","","19","","24.1","","98.34","","33","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-05 17:00","2024","06","05","17:00","","24.9","","19.3","","71","","","","16","","14","","24.1","","98.29","","32","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-05 18:00","2024","06","05","18:00","","23.5","","19.0","","76","","","","15","","17","","24.1","","98.23","","30","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-05 19:00","2024","06","05","19:00","","22.8","","19.4","","81","","","","15","","13","","24.1","","98.23","","30","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-05 20:00","2024","06","05","20:00","","23.0","","19.6","","81","","","","16","","10","","24.1","","98.20","","30","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-05 21:00","2024","06","05","21:00","","20.8","","20.8","","100","","","","21","","15","","24.1","","98.24","","29","","","","Rain Showers"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-05 22:00","2024","06","05","22:00","","19.5","","19.5","","100","","","","17","","7","","24.1","","98.20","","","","","","Rain Showers"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-05 23:00","2024","06","05","23:00","","19.1","","19.1","","100","","","","20","","9","","24.1","","98.15","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-06 00:00","2024","06","06","00:00","","19.2","","19.2","","100","","","","22","","9","","24.1","","98.13","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-06 01:00","2024","06","06","01:00","","19.1","","19.0","","100","","","","21","","16","","24.1","","98.09","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-06 02:00","2024","06","06","02:00","","19.1","","19.1","","100","","","","21","","13","","24.1","","98.03","","","","","","Rain"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-06 03:00","2024","06","06","03:00","","19.0","","19.0","","100","","","","18","","5","","24.1","","97.98","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-06 04:00","2024","06","06","04:00","","18.8","","18.8","","100","","","","36","","3","","24.1","","97.92","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-06 05:00","2024","06","06","05:00","","18.8","","18.8","","100","","","","15","","10","","19.3","","97.88","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-06 06:00","2024","06","06","06:00","","18.4","","18.4","","100","","","","22","","3","","9.7","","97.89","","","","","","Fog"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-06 07:00","2024","06","06","07:00","","19.9","","19.9","","100","","","","16","","5","","9.7","","97.92","","","","","","Fog"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-06 08:00","2024","06","06","08:00","","21.4","","16.7","","74","","","","30","","17","","19.3","","97.95","","26","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-06 09:00","2024","06","06","09:00","","23.1","","14.8","","59","","","","32","","26","","24.1","","97.92","","27","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-06 10:00","2024","06","06","10:00","","22.5","","12.6","","53","","","","31","","32","","24.1","","97.96","","25","","","","Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-06 11:00","2024","06","06","11:00","","22.8","","13.9","","57","","","","31","","17","","24.1","","97.96","","26","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-06 12:00","2024","06","06","12:00","","24.5","","13.8","","51","","","","26","","20","","24.1","","97.88","","28","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-06 13:00","2024","06","06","13:00","","25.6","","12.6","","44","","","","23","","31","","24.1","","97.85","","28","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-06 14:00","2024","06","06","14:00","","24.4","","11.3","","43","","","","28","","37","","24.1","","97.80","","26","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-06 15:00","2024","06","06","15:00","","25.2","","10.5","","39","","","","28","","34","","24.1","","97.82","","27","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-06 16:00","2024","06","06","16:00","","25.4","","9.9","","37","","","","27","","28","","24.1","","97.83","","27","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-06 17:00","2024","06","06","17:00","","24.6","","9.3","","37","","","","28","","30","","24.1","","97.85","","26","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-06 18:00","2024","06","06","18:00","","23.7","","9.0","","39","","","","27","","23","","24.1","","97.86","","25","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-06 19:00","2024","06","06","19:00","","22.5","","9.2","","42","","","","27","","24","","24.1","","97.88","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-06 20:00","2024","06","06","20:00","","21.3","","9.3","","46","","","","28","","10","","24.1","","97.88","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-06 21:00","2024","06","06","21:00","","18.0","","13.2","","73","","","","20","","15","","16.1","","97.97","","","","","","Rain Showers"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-06 22:00","2024","06","06","22:00","","18.1","","13.3","","73","","","","22","","14","","24.1","","97.97","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-06 23:00","2024","06","06","23:00","","16.1","","13.4","","83","","","","25","","15","","24.1","","97.98","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-07 00:00","2024","06","07","00:00","","16.5","","11.6","","73","","","","28","","19","","24.1","","98.00","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-07 01:00","2024","06","07","01:00","","16.4","","11.4","","72","","","","29","","16","","24.1","","97.97","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-07 02:00","2024","06","07","02:00","","15.9","","11.6","","76","","","","27","","14","","24.1","","97.99","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-07 03:00","2024","06","07","03:00","","15.3","","12.0","","81","","","","25","","13","","24.1","","97.98","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-07 04:00","2024","06","07","04:00","","14.8","","12.2","","84","","","","25","","12","","24.1","","97.99","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-07 05:00","2024","06","07","05:00","","14.8","","12.0","","83","","","","23","","13","","24.1","","98.01","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-07 06:00","2024","06","07","06:00","","15.4","","12.9","","85","","","","25","","14","","24.1","","98.02","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-07 07:00","2024","06","07","07:00","","16.1","","12.4","","78","","","","28","","16","","24.1","","98.05","","","","","","Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-07 08:00","2024","06","07","08:00","","16.6","","13.0","","79","","","","28","","12","","24.1","","98.08","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-07 09:00","2024","06","07","09:00","","17.3","","12.6","","74","","","","27","","14","","24.1","","98.08","","","","","","Rain Showers"
"-79.63","43.68","TORONTO INTL A","6158731","2024-06-07 10:00","2024","06","07","10:00","","18.5","","12.3","","67","","","","26","","21","","24.1","","98.08","","","","","","Mostly Cloudy"
